area,length,metal_thi,metal_cat,mach_cat,meth_cat,quality
4.622753693731081,2.0044284617084522,0.282131032987629,3,1,3,3
9.060104070299328,1.5573806672644301,0.21856380016771149,2,2,3,4
2.632196403298401,9.097497815150069,1.616220649595001,2,1,1,4
9.59410888943684,1.6401475264363552,1.9826334395091336,2,1,3,3
6.76649022009936,5.04751119813964,0.19360477229399708,1,1,3,3
3.27671666344843,1.4817891733662634,0.8935805533435697,3,2,1,4
5.284989016337073,4.014476773757474,0.5932279542748844,2,2,2,5
8.675137994724123,6.4148402142796614,1.6080986141141518,2,1,3,4
1.1714628716118294,6.208330889065078,0.18584080711714135,1,3,2,5
3.81431382283003,8.74349181421878,1.8335157145747694,1,2,1,5
8.533223241093474,7.161908670559109,0.14714373603158082,2,2,3,4
7.32605108588286,5.9694599139801365,0.21231979907456755,2,1,2,2
8.227158528706454,4.949406753398904,0.10133585109305199,1,3,1,2
6.469506848444033,1.6583555716164478,0.17437011664995317,3,2,2,2
3.0591914133538,3.895090938809455,1.170383209231422,1,2,3,1
4.69379955087936,4.292580019444372,1.9161607771083327,3,3,1,4
7.29608094442572,6.636596455033505,0.40944206847173237,2,3,1,2
7.491228591782094,9.550756110358504,1.7962966664934348,1,1,3,5
8.633603467016632,2.431442121406957,1.1960756593298725,3,3,2,5
9.487210734961232,8.847237687515072,1.3440274861082893,3,2,1,4
5.147620101268359,2.230324411296249,0.19038415093628647,1,1,3,4
4.39946212892778,9.648784803734333,1.5129716920444067,3,3,2,3
2.4871935191352748,7.2532524267255205,0.2789270342209773,1,1,2,1
1.5802683288648562,5.218198271487842,0.1291113873123546,2,1,3,5
9.111227765800486,4.735520498195195,1.424871778889378,1,1,1,4
1.7180806023067965,9.12918534733753,1.1522194954697729,2,3,2,1
7.916281999099662,6.602910064660599,1.0596156660381117,2,2,1,3
6.4861940095662955,9.78820189267922,0.22087139265138878,1,2,1,4
8.356138594648202,4.771745225707599,0.8844037829890448,2,3,3,1
6.975562450506722,6.943129522717439,0.4365727831852111,2,3,3,2
4.6701382838100844,2.619330914952285,1.801938947316704,2,3,3,2
9.724743284942479,4.958822062036467,1.2499840301354475,1,1,3,5
5.3561681316363305,6.556499195943339,0.4757963018600051,2,3,3,2
4.128049462197997,6.2189647441518865,1.858063620503025,2,3,2,2
7.050400704329709,4.541493430646941,0.5351883508923096,1,3,1,3
3.5015382641987016,9.669225792240946,0.4314010508213124,1,3,2,2
1.5753487907530916,1.9014729000954533,1.3210237613147886,2,2,3,5
3.018945578367146,1.0768312676851846,0.8858015465955853,2,3,3,1
4.080206833726065,8.474516123146072,1.2466460008846905,3,2,3,3
5.727620278460405,3.4842776025678623,1.7660832818126382,3,1,1,4
3.4632768007389085,5.441118049469592,0.4712415475355074,3,3,1,5
8.139220187977044,1.1965829978496942,1.0362642670885713,2,1,3,2
6.489858890891479,3.6225470354333016,1.7327852671858508,1,1,2,5
5.316349255549428,9.363191379257001,1.0229791533110526,1,3,1,3
4.16948732274993,3.553161280523334,1.4297663185873688,2,2,3,4
9.735360883540128,6.511182436937584,1.4349469978830727,1,2,3,2
3.2789091461741244,8.794204652908537,1.5660286187823518,1,3,1,3
2.060473265619388,4.139417215557361,1.281564865425836,2,2,2,5
3.1904345339917874,8.237445510893547,0.4227731122839735,1,2,2,2
2.009397896605904,1.7638058324199128,0.7614939248994859,1,1,1,1
4.073151820745368,4.015087451511662,1.0747219206475538,2,1,1,3
6.620646117234228,5.739280618548389,1.9243770815557186,3,3,3,4
2.3173413814457398,4.215262931233642,1.7758218802732844,1,1,3,1
7.801805834173422,6.922751711115404,0.008903610014746377,2,1,1,4
7.74254100236741,6.223210551635061,0.95601391407908,3,2,3,5
1.422131046722909,1.505696074801972,1.301911391656828,2,1,2,4
5.20391700372992,9.537046912710485,0.1816498812183489,1,2,3,4
7.7682526891875305,8.104270864340851,0.10620759621421683,1,3,2,2
5.568011022502751,7.424312889600389,0.7482071473617877,1,3,3,3
2.9554949575811507,1.9894350250768467,0.8487915612797139,3,3,3,2
1.3465070571986621,3.42652082780591,1.6593658138743963,2,3,2,3
1.55628402795455,9.609426331665112,1.7740285085344223,1,3,2,4
8.623624392032404,2.938236607813564,0.8380338456310934,2,2,1,5
8.6940067081335,5.433270932064299,0.08732109474118377,1,3,1,1
9.423850734593978,9.482247649203911,0.32444503376855804,2,2,3,1
7.348395452657419,5.982277236231181,1.3078492405292492,3,1,2,5
4.317799785675732,7.452567854718916,1.7486353246617983,2,3,3,5
3.4245564048238846,7.514183946145503,0.5688077538208802,3,3,1,2
9.347965764324089,7.090525160043126,1.629510628613192,2,3,1,1
5.043215626042423,3.521880180100979,1.088622358603082,2,1,1,3
2.862955794362553,2.1908119765755947,1.6034915514972565,3,3,2,1
1.1786845318776806,6.252486280397621,0.24413474112888456,3,2,3,5
3.9405750985856742,6.455538792022576,0.47566010548661186,1,1,2,4
7.060772581025393,7.887041244089354,1.9285020858298871,1,1,2,3
9.181810336161664,9.643208664082943,1.931890519847877,2,3,1,2
8.73223239964021,3.78368363737173,1.32039078401352,1,1,2,2
2.9130194135324023,2.733435485167881,0.35785569019890606,3,3,1,2
4.25823249110266,2.8505624036309882,0.9051251088699948,3,3,1,1
4.24324096585299,4.444357849509357,1.2742587367386182,2,2,2,2
6.572757070430734,8.56320131868598,0.69661823173086,3,1,3,4
9.428505454621433,2.5186732935890337,0.21245370278117348,2,2,3,5
7.0145116005373955,6.672175167729765,1.3402966160352463,1,2,1,5
7.650546649089066,2.060688013204891,0.5494081803963102,3,1,1,2
7.21736914800124,6.078734679882429,0.8455725136475916,2,2,1,3
7.874836489003338,2.9435353622539253,1.2112148030556649,2,1,3,1
8.103049969106195,6.150907707318474,0.4480128414305351,2,2,3,2
2.9814975961962045,5.993564770595845,0.6491332740033622,3,2,2,5
8.773176849588722,3.6295510570333454,1.6599450942546226,3,2,1,3
6.35506641919387,7.262777142865679,1.8076655360182436,1,1,2,3
1.6898149722653812,6.959815716302686,1.2465936288730242,3,1,3,3
2.3894554652984588,8.145576531093479,1.3425676628058265,3,2,3,1
2.9956565451139032,2.5902181034979717,1.3584194515425316,3,3,3,1
4.92965016978782,9.55416180627437,1.1385477707574005,2,1,3,5
6.756060669932884,6.47354196331221,0.4650023731211095,2,3,1,5
1.6887006284099435,1.3658253126273254,0.41908507549938134,3,1,2,1
5.563188761566109,8.619052480161598,0.03376418827941441,2,3,2,1
8.902403430510557,2.448558896386408,1.807323187557005,2,1,2,2
3.349687113334882,1.3519065798534613,1.6865671529190431,1,2,3,2
1.0675435233824566,2.4679563888491702,1.9893962399285041,2,3,2,1
4.988990567358388,4.338498388469638,0.6214427136218785,3,1,1,4
1.448559052013036,9.050120275808682,1.9015644515885497,2,1,2,1
1.3441774159891413,5.496209731660911,1.0433008159103487,3,3,1,3
7.619280354844294,2.9284024750347597,1.9736212830001614,2,3,1,2
6.891163901232453,1.7846046411637595,0.34917438341541884,2,2,1,4
4.082396700905238,8.393949076002862,0.3144210971477024,2,2,1,1
4.188328537769516,8.875645891649778,1.886394722662977,2,3,3,2
9.083226047683844,8.57682350924137,0.913988368610396,2,3,1,3
1.6550686682938585,4.58023645931514,1.7364276726872387,3,1,1,1
3.2908137284224406,8.384872530304555,1.5357229310972063,1,1,1,3
9.658848788036572,6.033502659348317,1.347110652237254,1,3,2,3
5.788075294916192,1.0952200749449585,1.3164123095742837,2,3,2,5
1.3960594730594145,5.749834355822525,0.42980529249721,2,3,1,3
1.9980612678815284,1.4375919912183033,0.5412754031648019,2,3,3,3
6.495959436957597,9.477616796068538,1.3148111754130105,1,1,2,2
7.64229702702524,9.741030367991089,1.0858864251544826,1,1,1,5
1.7066388363215683,7.456165143529011,1.0863534062796172,2,1,3,1
4.477560636374185,5.5933384342863075,1.0071780779787072,2,2,3,3
4.860395025361633,3.8281283660721903,1.6087568710463787,3,3,3,4
5.392571145040895,7.85674285800894,1.1903563197673157,2,3,2,5
6.445568718201746,8.417082291586798,1.8167851606224128,3,1,2,2
6.3404636077292995,4.008176743644752,0.1146787206132982,1,3,2,5
8.180098219727043,2.48924712412739,1.2829896515304502,3,3,2,5
8.02504358067682,4.22721980202051,0.6649831024119732,3,1,3,2
6.577814639769793,2.6029956790007227,0.608968510155526,1,1,1,3
5.764354210646992,6.0487073902499295,0.1678367672517853,3,3,1,2
2.755818477867751,1.6372663965151797,0.9030261899930068,1,2,3,1
7.263845598901658,7.102799733294029,0.9323432166917542,1,3,3,3
2.5170096686945542,1.7189289300084543,0.7246693163380427,2,2,2,2
7.988139395732302,3.319949308815573,0.9135965523204956,3,1,1,5
1.1406514343422731,5.467217178669617,1.4328282151528742,2,2,1,1
8.869147168769707,9.909549474833778,1.8169509719342805,1,2,3,4
1.6546278268507586,1.0836925875651988,1.2275928640308371,3,2,2,3
8.89821817740479,5.01022734019591,1.3621807859962507,3,1,1,4
3.7596992634541664,6.1160857148152505,0.5865457580692963,2,2,1,5
5.285869332250261,2.7783694184089556,0.20261698714752052,1,3,1,4
8.240971563914858,9.82104591465485,0.11928297285085376,2,1,3,5
1.3833146832340337,5.561081720227738,0.742767215870761,1,1,2,1
9.441245792663572,9.772432304139024,1.5600930940028568,1,1,2,5
5.715714914844716,4.5378180786610125,1.4122990368370811,1,2,3,5
7.280647273313847,6.162919867861943,1.0865108650553914,2,3,3,3
1.6973304237974642,1.6259363613014783,0.7270547639591307,1,3,1,3
9.62381967406375,4.570119480842833,0.42507921737113796,3,1,1,4
3.4614495516996566,1.3378838686329193,0.6930697718514596,2,2,3,4
3.327163438033297,5.878230689659412,1.1511818951717325,3,1,3,2
7.497261765404846,8.558554364756993,1.3839904262610254,2,2,1,1
2.4764734549225444,4.460607690327544,1.6410354671803047,3,3,2,3
7.7653959436144095,2.510653436347372,0.5165702711592044,2,1,3,2
4.230349867273077,3.4352866473106576,0.3803750716579466,2,2,3,3
1.7896509206887115,4.94570123780145,0.9771391823835387,1,3,1,3
4.61395635200335,1.3619147390012902,1.608970699601718,2,1,1,2
2.0200049326646754,3.687896447262629,1.459404271708203,2,1,1,2
4.550510782523661,4.7889348910962735,0.33765616647932806,3,2,2,4
2.822467597302237,3.292492827841026,0.26411309894860957,3,3,2,2
8.454360992403485,9.013409242468962,1.2547593728469153,1,2,2,2
6.82830097411833,2.5701617152868783,1.8842019300608936,3,1,2,5
7.368862595392417,2.643435180337616,0.205726797045386,3,2,3,4
5.087422630171535,5.221389916239317,0.850839616546134,1,2,2,2
9.354352655334528,3.0128366146251317,0.8311069085695457,3,3,2,3
6.522930856639045,3.25472818843391,0.1240119535203934,1,1,3,3
7.389043709102009,7.433095096555495,0.889428714932069,1,3,2,5
6.823196725335536,4.511063680295952,1.2257083726268068,3,3,1,1
6.27060609471487,2.677576407026401,0.584483672774925,1,3,1,5
1.8371277797241503,6.214564155143093,1.568073770475417,2,3,1,3
2.634555819889692,9.801861677488045,1.3710953735494364,2,3,2,1
3.39105909631245,7.035357541600073,1.2223732233858413,1,1,1,3
