hum,tem,is_gas,sur_tem,is_dew,mach_cat,meth_cat,time
37,-26.345107823153015,1,-10.29840149115352,0,2,1,1
25,-16.226616973220317,1,26.45940849325926,0,3,1,1
16,-10.649233356147654,0,77.27337944439698,0,3,2,5
23,-25.045047404944675,0,27.009648323592415,0,3,2,3
57,20.31761937987642,1,72.4692292826081,0,2,1,1
31,-49.06175494567165,0,67.10838158827268,0,2,3,1
32,27.897681307320966,0,84.2959499369035,0,2,1,2
17,-44.307811292669015,0,21.981201419799646,0,3,1,1
52,36.77227463434393,1,-17.420345124846158,0,3,3,3
18,6.4833166309408625,1,70.20912916029438,0,3,1,4
13,-33.61526049726365,1,90.07611065196508,0,2,1,1
85,-32.587274591800366,1,7.9207861459014595,1,1,3,5
69,-20.8449296584304,1,32.1428336121931,0,1,3,1
62,-39.9608642680525,0,42.76723877422984,0,3,2,1
33,-34.2413726448821,1,7.852918293993113,0,3,2,3
87,-19.45759561056045,0,8.509551609247922,0,2,1,4
88,6.089409711616689,0,86.12231865176545,0,3,3,2
89,-4.355482616390304,1,50.59963636950948,1,2,2,3
60,18.599817886886086,1,70.53275939353647,1,1,1,5
53,-12.393493180812591,1,-1.4993679241763331,1,2,1,5
69,11.301753948208564,1,88.37696225272558,0,1,3,3
25,-35.17482437383117,0,44.548811735823946,0,3,2,1
73,29.77111508194767,1,77.87244309227252,1,3,1,4
53,15.286949314657477,0,4.595302589839768,0,2,2,3
43,17.73775482701508,1,-26.596331645066044,1,3,3,4
8,-18.10165576409765,0,42.659330718863956,1,2,3,5
81,12.994277440762872,1,1.3948642159749483,0,3,3,5
41,31.996780285346034,1,51.51259532478272,1,3,1,3
39,2.466716193499934,0,-10.306482236029204,1,1,2,2
14,5.311422409164123,0,69.61532005628926,1,3,1,3
100,24.591371134823376,1,-0.49672998666774504,0,1,2,3
37,36.36330113976288,1,51.290271625306005,1,2,2,4
44,15.688354813260673,0,24.998234654359578,1,1,2,5
63,-31.79608947093355,0,58.7989386858864,1,2,2,5
30,21.6674010855875,1,4.720188580458782,1,2,2,4
88,14.504701154572288,1,34.28522865685582,1,3,3,4
42,19.511157193383,1,32.36860346567411,0,1,2,4
72,-3.559498444990382,0,73.4080313410611,1,1,1,2
